,aid,view,danmaku,reply,favorite,coin,share
8050,13043,6320,184,6,10,0,0
8051,13048,91,267,6,2,0,1
8052,13053,2143,84,5,21,2,1
8053,13051,5960,164,17,14,4,0
8054,13057,74652,5772,72,96,71,5
8055,13058,1791,137,12,2,0,0
8056,13062,2119,48,10,24,1,1
8057,13064,1178,89,10,1,0,0
8058,13063,4111,164,11,4,0,0
8059,13060,945,4,6,1,0,0
8060,13065,2931,31,6,1,0,0
8061,13066,6470,166,9,28,0,0
8062,13070,2629,28,2,3,0,0
8063,13079,28697,1483,168,322,31,7
8064,13080,7909,1637,30,46,2,0
8065,13077,1631,11,3,2,0,1
8066,13078,14,19,4,5,0,0
8067,13081,10314,530,14,52,4,0
8068,13084,2321,44,5,3,0,0
8069,13087,1139,87,5,11,1,0
8070,13088,7652,976,17,9,2,0
8071,13090,2192,125,1,4,0,1
8072,13092,1345,43,1,9,0,0
8073,13095,1455,100,7,5,1,0
8074,13097,1024,39,3,4,0,0
8075,13093,1146,103,14,1,0,0
8076,13099,334787,33602,361,1717,36,1
8077,13105,3797,81,7,17,1,1
8078,13100,18537,310,33,103,8,52
8079,13102,18907,302,24,107,6,11
8080,13104,1349,129,8,1,0,0
8081,13109,2445,244,6,7,0,0
8082,13110,46,92,7,5,0,0
8083,13107,30,9,0,1,0,0
8084,13113,5760,141,8,8,0,0
8085,13112,1978,83,20,11,1,0
8086,13114,3693,418,11,4,0,0
8087,13118,13446,105,20,51,0,0
8088,13121,56494,2114,39,163,24,6
8089,13120,8060,436,58,317,13,6
8090,13123,2681,238,15,16,0,1
8091,13124,820,21,1,3,0,0
8092,13131,2224,13,7,27,1,3
8093,13130,916,15,2,3,0,0
8094,13126,2841,185,6,12,1,2
8095,13125,2886,64,12,16,0,0
8096,13133,19,7,7,4,0,0
8097,13134,33,56,30,16,0,0
8098,13129,1689,197,9,1,0,0
8099,13132,766,7,7,3,0,0
8100,13137,2666,121,12,48,1,1
8101,13135,21819,221,139,280,6,3
8102,13140,28313,3378,40,248,10,7
8103,13138,4088,1545,26,6,0,3
8104,13145,1502,74,10,4,1,1
8105,13147,18396,2447,15,19,0,0
8106,13153,554,7,1,1,0,0
8107,13152,1829,102,13,18,1,0
8108,13154,448,7,2,8,1,0
8109,13156,1194,75,9,15,0,0
8110,13161,484,8,4,2,0,0
8111,13160,19,92,2,7,0,0
8112,13165,1538,43,3,14,1,0
8113,13167,780,25,5,9,1,0
8114,13163,2121,96,6,13,0,1
8115,13177,57393,3043,44,60,22,12
8116,13176,2177,346,11,22,0,0
8117,13179,1544,52,12,17,1,2
8118,13185,4434,413,15,24,1,3
8119,13182,1449,59,6,22,1,2
8120,13186,1292,11,2,1,0,0
8121,13191,37,66,9,28,3,3
8122,13183,-1,206,6,10,0,3
8123,13196,685276,20483,342,531,566,114
8124,13190,37,47,5,9,0,1
8125,13192,1063,134,6,3,0,0
8126,13195,-1,8502,55,508,9,2
8127,13194,1296,47,9,13,2,0
8128,13201,-1,29,11,21,0,1
8129,13206,12526,668,72,4,5,6
8130,13208,14868,9,13,196,2,4
8131,13202,2413,1610,5,7,2,1
8132,13209,17110,1349,34,279,9,7
8133,13216,6449,632,14,7,0,1
8134,13211,2810,115,4,7,0,1
8135,13214,1215,62,1,1,0,0
8136,13215,12492,518,72,79,12,7
8137,13217,90,374,11,11,1,0
8138,13220,719,10,4,1,0,1
8139,13219,464,15,1,1,0,0
8140,13222,98,14,1,1,0,1
8141,13223,12241,333,25,37,3,1
8142,13224,1323,52,2,4,0,0
8143,13226,1286,90,6,3,2,1
8144,13228,10884,3063,108,29,4,0
8145,13230,140253,3718,38,42,56,6
8146,13227,132888,8950,141,508,37,12
8147,13229,30731,6524,82,21,18,1
8148,13233,68022,2826,111,975,29,54
8149,13235,2161,37,24,1,1,0
8150,13236,27420,1000,42,363,4,1
8151,13232,1491,0,16,15,0,1
8152,13240,1642,54,4,10,0,1
8153,13234,3724,122,64,54,6,2
8154,13237,1748,96,6,7,0,1
8155,13242,39,16,1,2,0,0
8156,13244,572,14,0,5,1,1
8157,13246,28,5,0,2,1,1
8158,13250,2814,30,15,17,1,2
8159,13252,2168,81,14,17,2,2
8160,13256,303651,55376,956,2954,557,780
8161,13260,29408,3232,63,338,9,0
8162,13259,52031,6668,115,347,21,1
8163,13261,13929,1494,36,190,16,5
8164,13262,1292,52,9,42,3,0
8165,13263,348,5,3,2,0,0
8166,13264,4793,438,24,55,2,0
8167,13266,1590,56,7,11,0,0
8168,13268,9158,175,36,168,7,0
8169,13270,192,135,10,1,0,1
8170,13273,2086,66,9,17,0,0
8171,13269,2363,92,7,9,0,2
8172,13272,1231,39,7,7,0,0
8173,13275,48,132,17,30,1,0
8174,13276,1035,58,5,4,0,0
8175,13274,999,39,5,3,0,1
8176,13277,1102,6,1,2,0,0
8177,13281,629,15,5,3,0,0
8178,13285,19336,555,96,452,13,3
8179,13288,1004,43,6,3,1,1
8180,13292,5110,1001,25,8,0,0
8181,13289,8642,411,18,12,0,0
8182,13290,2685,341,2,6,0,1
8183,13301,161260,8747,486,2790,266,22
8184,13304,3610,733,5,2,0,0
8185,13305,807,28,3,1,0,0
8186,13306,4003,106,21,15,0,0
8187,13310,3572,400,13,19,0,0
8188,13312,30,374,6,1,0,0
8189,13309,55704,3481,117,480,32,11
8190,13316,1633,89,12,25,0,1
8191,13314,2088,107,19,43,4,2
8192,13318,533,9,1,2,0,0
8193,13320,1731,42,4,2,0,1
8194,13319,949,38,4,12,1,1
8195,13323,35488,3435,45,67,2,0
8196,13317,-1,212,19,67,2,4
8197,13325,1425,468,8,1,1,1
8198,13328,29982,1110,172,84,8,31
8199,13327,937,80,3,7,0,0
8200,13326,3474,127,8,2,0,2
8201,13330,1122,15,4,24,0,1
8202,13331,792,61,12,1,1,1
8203,13332,1424,85,5,16,0,1
8204,13337,1533,784,8,4,1,0
8205,13335,11,189,9,2,0,0
8206,13341,3947,385,11,43,1,1
8207,13339,8402,366,23,44,0,0
8208,13336,42101,1826,22,39,19,1
8209,13333,2394,5,3,2,0,0
8210,13338,34,37,4,1,0,0
8211,13340,2960,74,15,58,5,1
8212,13344,12360,309,23,35,4,3
8213,13343,2646,194,13,8,1,0
8214,13347,26122,868,58,234,24,1
8215,13349,85999,7842,532,408,19,40
8216,13348,8709,425,4,15,1,1
8217,13356,4239,0,29,15,3,0
8218,13361,46652,6362,68,379,15,2
8219,13355,77913,6714,537,1355,176,140
8220,13358,3362,181,12,23,0,1
8221,13357,8,24,3,2,0,0
8222,13364,7148,149,42,175,18,0
8223,13362,4026,30,1,13,1,0
8224,13365,3397,58,14,55,5,1
8225,13366,4285,214,36,32,2,3
8226,13367,1354,47,5,20,2,1
8227,13370,1256,12,1,25,0,0
8228,13368,2859,81,8,1,0,0
8229,13371,491,39,1,1,0,0
8230,13373,18737,2215,747,2111,382,15
8231,13374,614,7,3,4,0,0
8232,13382,7977,1129,43,13,1,3
8233,13380,9185,395,29,114,1,0
8234,13381,497,5,2,1,0,0
8235,13385,4959,841,19,48,0,0
8236,13387,74,79,7,16,0,0
8237,13383,4726,569,16,21,1,7
8238,13390,2761,479,9,5,0,0
8239,13389,555,9,8,3,0,0
8240,13394,720,15,4,4,0,1
8241,13393,-1,54,12,17,0,0
8242,13391,572,35,11,19,0,0
8243,13402,893,33,6,1,0,1
8244,13399,362,12,3,4,0,0
8245,13398,2026,64,9,14,0,2
8246,13401,2891,136,13,12,1,0
8247,13400,1659,1248,19,4,0,0
8248,13396,5045,314,8,1,0,0
8249,13408,544,45,6,1,0,1
8250,13410,3806,132,27,10,0,0
8251,13409,545,5,8,2,0,0
8252,13411,870,14,13,10,0,0
8253,13416,1213,10,6,23,0,0
8254,13415,2983,121,12,8,1,0
8255,13422,4603,62,20,91,8,1
8256,13417,8973,488,16,72,2,0
8257,13419,747,22,7,8,0,0
8258,13421,330,2,1,2,0,0
8259,13418,5,2,6,1,0,0
8260,13424,1059,24,3,6,0,2
8261,13425,318,3,3,1,0,0
8262,13426,612,13,5,8,0,0
8263,13420,810,42,7,11,0,0
8264,13423,4,6,3,1,0,1
8265,13428,351,4,2,1,0,0
8266,13427,434,8,6,4,0,0
8267,13431,19488,1227,43,128,6,20
8268,13432,451,77,1,1,0,0
8269,13435,538,93,2,2,0,0
8270,13438,8434,320,50,98,5,3
8271,13444,1171,104,9,9,0,1
8272,13441,4225994,315153,21494,31666,20207,5248
8273,13443,866,43,4,5,1,0
8274,13446,1652,115,6,13,0,0
8275,13447,25901,725,102,511,62,25
8276,13451,1370,290,30,212,13,15
8277,13453,2938,206,16,49,1,0
8278,13454,12742,376,97,287,6,0
8279,13463,1159,531,1,2,0,0
8280,13468,1659,32,5,13,2,1
8281,13470,8650,132,21,137,2,0
8282,13469,3011,141,18,54,2,0
8283,13478,987,82,7,4,0,0
8284,13474,1503,319,6,15,0,0
8285,13479,1256,74,18,2,0,0
8286,13480,29,4,2,2,0,0
8287,13485,92605,2112,108,790,64,60
8288,13487,3223,91,14,27,3,1
8289,13484,4524,91,3,7,1,0
8290,13489,446,1783,51,37,0,4
8291,13492,4831,164,24,43,3,0
8292,13495,1762,126,15,18,0,1
8293,13499,471,16,1,1,0,0
8294,13505,764,20,2,1,0,0
8295,13504,385,14,2,1,0,0
8296,13500,1254,38,3,6,0,0
8297,13503,2004,402,2,4,0,0
8298,13507,442,13,1,5,0,1
8299,13497,2518,143,12,27,0,0
8300,13512,142305,8624,61,78,72,11
8301,13511,747,56,5,3,0,1
8302,13498,4525,696,7,22,0,3
8303,13514,916,39,5,6,0,1
8304,13516,1391,837,12,12,0,0
8305,13520,110,80,3,5,1,2
8306,13518,4195,139,12,11,0,1
8307,13517,12515,441,27,172,15,3
8308,13524,1942,96,1,10,0,0
8309,13519,1790,27,1,12,3,0
8310,13521,1717,45,8,14,1,0
8311,13529,266,2077,22,34,0,1
8312,13534,2350,296,12,17,0,1
8313,13532,340,13,0,1,0,0
8314,13528,1110,48,2,2,0,0
8315,13535,5232,423,4,36,0,0
8316,13539,10502,1320,34,350,47,27
8317,13541,7606,304,17,117,10,6
8318,13538,3856,194,11,5,0,0
8319,13542,4235,530,10,11,0,0
8320,13544,2813,46,0,2,0,0
8321,13543,937,26,9,11,1,0
8322,13540,4041,109,8,8,0,2
8323,13548,3216,464,11,42,0,1
8324,13552,7457,331,45,23,3,1
8325,13550,19699,457,42,219,26,13
8326,13551,58933,8082,245,1419,112,34
8327,13555,18110,398,48,457,37,90
8328,13553,146,126,2,56,1,0
8329,13557,1456,47,11,4,0,0
8330,13558,39,74,3,11,0,1
8331,13561,2015,162,6,6,0,0
8332,13559,5524,96,6,19,0,1
8333,13564,2184,30,8,7,1,1
8334,13563,12358,786,109,32,0,0
8335,13572,5568,407,17,121,6,1
8336,13566,1943,908,14,15,0,0
8337,13574,59448,2698,146,1011,160,35
8338,13565,2265,65,4,21,2,0
8339,13568,2570,184,17,8,0,0
8340,13575,1890,41,12,6,0,0
8341,13570,1019,57,1,6,1,0
8342,13577,579,5,3,6,0,0
8343,13573,15625,559,29,21,1,0
8344,13579,4560,375,47,23,1,1
8345,13586,56,127,57,6,0,0
8346,13584,3997,55,8,8,0,0
8347,13582,162,75,9,24,5,0
8348,13580,5526,327,31,7,0,0
8349,13585,19941,1574,194,355,28,13
8350,13593,5900,103,42,155,24,4
8351,13591,8362,2703,20,56,3,3
8352,13592,13118,901,40,749,61,54
8353,13598,1098,83,4,9,0,0
8354,13594,4215,230,35,30,1,1
8355,13596,8203,265,20,22,0,0
8356,13600,-1,163,47,43,0,0
8357,13601,-1,45,20,13,2,0
8358,13597,1806,50,19,5,0,0
8359,13605,9690,2452,169,142,5,1
8360,13610,-1,15,6,6,0,1
8361,13616,1772,96,17,20,0,0
8362,13620,1459,50,3,9,1,0
8363,13619,463,226,5,18,2,0
8364,13624,7416,112,2,64,4,1
8365,13627,14529,3789,51,248,16,7
8366,13628,5489,75,5,30,0,0
8367,13636,7027,398,16,61,3,1
8368,13635,3559,23,10,33,3,2
8369,13631,8586,228,36,140,9,0
8370,13634,480,61,5,4,0,0
8371,13633,-1,181,22,46,6,1
8372,13637,2204,88,10,4,0,0
8373,13639,-1,382,101,308,31,6
8374,13641,-1,47,21,4,0,0
8375,13645,8528,212,16,52,1,2
8376,13643,733,23,2,1,0,0
8377,13646,2425,81,11,8,0,0
8378,13644,-1,27,6,5,0,0
8379,13652,-1,140,23,14,0,0
8380,13647,1446,121,2,7,0,0
8381,13649,2305,65,9,35,2,2
8382,13654,11190,599,17,60,4,6
8383,13655,6137,187,10,58,13,8
8384,13653,-1,203,59,9,0,0
8385,13656,3973,31,12,22,0,0
8386,13661,1076,82,1,4,0,0
8387,13660,8168,635,30,24,2,13
8388,13657,-1,28,17,32,0,0
8389,13663,-1,43,6,31,4,3
8390,13662,-1,611,8,77,4,0
8391,13666,-1,12,8,5,1,0
8392,13668,3064,135,17,24,0,1
8393,13669,29,165,8,7,1,0
8394,13664,274,131,7,9,0,0
8395,13665,3437,97,6,47,2,2
8396,13667,1009,12,6,6,0,0
8397,13670,-1,61,19,22,1,0
8398,13678,3305,53,21,23,0,1
8399,13673,845,24,8,4,1,0
8400,13676,-1,49,9,2,0,0
8401,13683,2882,136,24,20,0,0
8402,13682,3511,294,11,11,2,1
8403,13687,1822,201,1,21,0,0
8404,13686,3074,160,11,3,0,0
8405,13693,985,6,2,3,0,1
8406,13691,1420,43,20,33,5,1
8407,13692,705,51,3,4,0,0
8408,13695,388,0,1,4,0,0
8409,13697,1378,477,7,3,0,0
8410,13702,73,243,21,43,1,0
8411,13705,-1,181,33,39,0,0
8412,13707,1359,68,6,14,0,1
8413,13709,1595,72,5,10,0,0
8414,13710,7252,212,21,44,5,4
8415,13711,1276,134,14,4,0,0
8416,13715,2534,172,24,3,0,0
8417,13714,4594,241,29,38,4,10
8418,13716,1522,75,8,3,0,0
8419,13712,581,26,6,1,0,0
8420,13717,836,68,5,2,0,0
8421,13719,13182,423,16,299,19,6
8422,13718,3233,387,9,65,5,3
8423,13722,5,4,0,2,0,1
8424,13720,13665,181,12,217,10,3
8425,13723,2077,207,26,12,0,1
8426,13725,2456,161,15,40,3,0
8427,13724,669,27,5,0,0,0
8428,13721,4982,66,5,37,2,1
8429,13731,702,9,8,8,1,0
8430,13730,-1,343,28,28,0,1
8431,13734,11464,38,21,421,21,26
8432,13732,4867,394,17,9,0,1
8433,13742,-1,328,19,23,1,1
8434,13740,24676,4094,51,293,32,5
8435,13739,2918,61,8,4,0,0
8436,13745,2445,91,13,7,0,1
8437,13746,13225,1164,23,77,1,3
8438,13747,5659,269,14,26,2,0
8439,13749,9603,1656,25,14,0,1
8440,13748,1640,491,4,1,0,1
8441,13752,-1,310,26,43,0,0
8442,13751,3036,585,14,11,1,0
8443,13753,18890,619,74,120,6,2
8444,13757,3493,96,21,82,8,1
8445,13754,5657,847,11,20,4,5
8446,13761,1118,12,2,9,1,0
8447,13762,2580,120,39,246,12,2
8448,13766,26501,1849,160,695,21,13
8449,13759,440,439,26,64,4,0
8450,13767,2290,251,17,56,3,0
8451,13768,1065,64,13,7,0,0
8452,13771,8955,219,20,101,7,17
8453,13770,3440,317,17,9,0,0
8454,13773,3636,147,18,23,1,1
8455,13778,12983,754,42,126,20,5
8456,13779,28284,554,40,316,21,30
8457,13777,4826,359,12,6,0,0
8458,13785,5925,184,8,20,3,0
8459,13781,-1,57,7,27,2,1
8460,13790,-1,23,6,23,1,2
8461,13786,1198,17,2,9,0,0
8462,13792,3,8,4,1,0,0
8463,13797,1545,49,3,11,0,0
8464,13798,4062,201,6,38,2,1
8465,13796,30512,1296,138,873,37,16
8466,13802,4472,150,9,8,2,1
8467,13800,3113,55,5,4,0,1
8468,13801,2800,37,4,12,0,1
8469,13803,2363,16,2,4,1,1
8470,13804,1363,408,11,16,0,0
8471,13809,2162,223,7,43,8,1
8472,13806,4894,100,2,4,0,1
8473,13810,2108,50,4,47,2,0
8474,13811,-1,1106,108,1977,58,40
8475,13814,7747,156,111,137,40,3
8476,13813,324,47,13,31,1,1
8477,13815,496,14,6,9,0,1
8478,13818,1537,93,10,7,0,1
8479,13816,1413,217,14,2,2,1
8480,13827,863,230,9,1,0,0
8481,13830,750,109,7,2,0,0
8482,13820,3090,672,31,54,0,0
8483,13822,98143,1139,535,2089,126,39
8484,13821,589,10,2,7,0,0
8485,13826,1116,42,12,16,0,0
8486,13829,62130,5824,84,59,39,3
8487,13833,4037,546,26,34,2,1
8488,13834,914,19,4,3,0,0
8489,13835,1542,118,12,1,0,0
8490,13836,526,12,0,4,0,0
8491,13840,1509,58,6,2,0,0
8492,13839,41506,826,61,156,3,0
8493,13843,27,760,21,56,1,1
8494,13844,2393,129,32,12,3,0
8495,13842,6813,371,39,49,5,2
8496,13847,100595,3239,36,144,20,11
8497,13853,424,7,4,8,1,2
8498,13846,1030,22,3,1,0,0
8499,13852,7781,370,39,61,3,10
8500,13849,2182,100,8,10,0,0
8501,13850,2106,50,6,49,3,1
8502,13854,1505,38,6,5,1,3
8503,13858,888,99,3,2,0,0
8504,13856,119862,1811,383,3516,233,45
8505,13859,953,40,3,1,0,0
8506,13861,2086,222,11,18,1,1
8507,13857,6012,223,0,205,7,10
8508,13860,4639,168,9,64,4,1
8509,13864,12145,1062,73,125,1,1
8510,13865,5157,197,28,189,24,15
8511,13867,1672,0,2,6,0,1
8512,13873,3525,119,16,12,0,6
8513,13875,1628,21,7,18,1,0
8514,13877,2769,400,7,54,1,0
8515,13876,106650,6157,212,1219,80,24
8516,13878,230,26,5,25,0,1
8517,13880,3217,948,10,3,0,2
8518,13883,62276,4246,409,933,51,14
8519,13886,2458,20,5,40,1,0
8520,13885,2301,89,23,13,0,1
8521,13889,1139,72,5,3,0,0
8522,13882,522,4,4,3,0,0
8523,13884,3486,66,12,15,2,0
8524,13893,587,32,4,1,0,0
8525,13887,4352,94,11,64,7,0
8526,13888,10872,1436,29,34,7,9
8527,13896,4936,272,4,14,1,1
8528,13901,1292,50,1,2,0,1
8529,13900,1204,63,10,19,2,0
8530,13902,12301,257,8,254,9,39
8531,13907,1777,51,6,3,0,0
8532,13911,3098,155,8,13,0,0
8533,13905,246,4704,91,16,3,1
8534,13914,74584,3455,170,68,10,2
8535,13912,638,8,3,9,1,1
8536,13915,1053,22,4,3,0,0
8537,13916,1013,268,8,10,0,2
8538,13913,11185,325,65,275,13,1
8539,13918,1356,31,10,16,0,0
8540,13919,-1,95,16,55,0,2
8541,13921,3145,646,13,2,0,1
8542,13924,762,5,3,4,0,0
8543,13929,2081,60,8,53,1,0
8544,13928,860,38,4,11,0,0
8545,13927,3906,336,11,24,1,0
8546,13935,4860,645,49,14,1,0
8547,13936,4588,214,25,28,1,2
8548,13940,227444,14551,663,1919,118,31
8549,13941,3783,175,26,83,5,0
8550,13942,93231,3857,189,1388,76,26
8551,13944,719,6,6,21,3,0
8552,13947,3449,335,28,4,0,0
8553,13949,5910,161,15,142,11,1
8554,13948,1779,27,5,12,0,1
8555,13952,787,40,5,1,0,0
8556,13951,7351,1298,43,92,12,1
8557,13953,2709,200,26,18,0,0
8558,13955,1677,304,6,1,0,0
8559,13956,35859,954,27,436,36,47
8560,13959,1535,146,14,6,1,1
8561,13960,343814,12797,2864,14876,3472,266
8562,13962,17110,1526,10,202,5,1
8563,13966,876,60,2,5,0,0
8564,13968,647,33,10,1,1,0
8565,13967,87753,8381,82,1242,57,28
8566,13972,4838,240,12,6,0,0
8567,13970,3285,192,8,5,0,0
8568,13965,17,20,7,2,0,0
8569,13971,22571,245,142,367,220,12
8570,13982,1363,74,7,1,0,0
8571,13164,500,41,0,6,0,0
8572,15239,188734,18657,292,3853,318,15
8573,15238,45261,3946,111,154,2,0
8574,15241,3272,133,15,8,0,0
8575,15240,-1,390,83,76,10,0
8576,15243,11036,564,34,101,0,0
8577,15245,5167,230,18,133,31,35
8578,15247,-1,6,5,1,0,0
8579,15242,1358,45,14,23,2,0
8580,15252,11767,483,21,52,9,4
8581,15251,122063,3432,34,49,58,5
8582,15250,-1,1561,22,35,22,0
8583,15254,1123,18,12,7,1,0
8584,15256,1030,44,2,2,0,1
8585,15258,3635,393,29,46,1,1
8586,15257,3330,62,8,14,3,0
8587,15260,4284,147,14,60,5,0
8588,15265,-1,6,5,2,0,0
8589,15262,5852,187,12,23,2,1
8590,15266,1831,73,19,38,3,0
8591,15267,2775,43,8,39,3,1
8592,15268,808,17,3,5,0,0
8593,15272,178,177,11,8,2,0
8594,15271,598,26,2,1,0,0
8595,15278,4775,53,18,211,10,3
8596,15274,797,59,5,1,0,1
8597,15279,3927,34,8,51,0,1
8598,15285,2520,680,7,3,0,0
8599,15286,7698,297,13,9,0,0
8600,15288,2405,165,16,12,0,0
8601,15287,10651,103,18,36,0,0
8602,15290,2198,163,9,7,0,1
8603,15289,1277,49,11,26,0,3
8604,15293,541,6,5,7,0,0
8605,15292,7131,113,28,226,8,5
8606,15295,687,20,9,10,0,0
8607,15299,6262,309,18,93,0,1
8608,15300,6976,209,73,65,1,0
8609,15301,1067,36,9,2,0,0
8610,15302,3634,196,6,96,0,0
8611,15305,46691,2955,36,40,31,4
8612,15306,5545,528,36,6,1,2
8613,15307,1294,147,26,8,0,0
8614,15311,-1,38,25,34,0,0
8615,15308,4144,245,24,41,5,3
8616,15316,9029,81,12,55,0,2
8617,15313,16917,468,46,384,8,2
8618,15315,5013,162,3,15,0,0
8619,15320,4885,129,6,15,1,4
8620,15321,843,27,2,4,0,0
8621,15322,1767,36,9,31,3,0
8622,15327,1134,14,2,1,0,0
8623,15330,3483,675,12,8,2,2
8624,15329,1663,95,7,1,0,0
8625,15324,3295,144,6,7,0,2
8626,15331,1245,19,9,2,0,0
8627,15328,20,421,8,3,0,0
8628,15332,1762,37,5,16,0,4
8629,15333,-1,48,7,13,1,1
8630,15336,1075,403,5,9,0,0
8631,15338,621,10,2,1,0,0
8632,15342,1466,22,6,10,1,0
8633,15340,1003,100,0,1,0,0
8634,15347,16906,570,100,95,12,6
8635,15344,6408,132,29,105,2,0
8636,15346,1030,89,13,8,0,0
8637,15352,1255,702,35,133,1,5
8638,15357,1500,68,5,3,0,2
8639,15361,4900,81,12,29,0,0
8640,15362,2188,61,6,31,2,2
8641,15363,2251,43,7,5,0,0
8642,15366,2373,998,5,15,0,0
8643,15370,6900,150,17,13,0,0
8644,15369,5052,98,29,15,0,0
8645,15376,1458,33,2,7,1,0
8646,15377,3139,159,23,52,0,1
8647,15375,5670,988,63,48,0,0
8648,15383,25724,2667,166,301,3,1
8649,15379,782,7,3,5,1,1
8650,15381,1349,42,3,23,6,10
8651,15382,6537,1415,26,59,0,0
8652,15385,2266,159,6,17,3,0
8653,15388,22873,649,48,281,10,5
8654,15390,4312,654,24,12,0,0
8655,15387,32280,93,27,84,5,3
8656,15384,418,17,1,1,0,0
8657,15391,3870,73,7,63,5,4
8658,15396,587,10,3,10,0,1
8659,15395,21718,2511,61,274,1,5
8660,15401,427,17,2,1,0,0
8661,15399,9754,272,18,3,1,0
8662,15400,7605,1256,35,17,0,0
8663,15402,3443,194,6,7,0,0
8664,15405,13096,294,86,300,11,5
8665,15407,3798,353,23,18,2,2
8666,15406,-1,910,161,265,19,12
8667,15409,999,52,3,1,0,0
8668,15410,1106,14,9,10,0,0
8669,15415,1218,489,5,2,0,0
8670,15417,4275,346,59,18,1,0
8671,15422,9411,467,49,178,19,3
8672,15426,3613,345,15,61,4,0
8673,15428,337,1,0,2,0,0
8674,15434,1755,103,20,1,0,1
8675,15437,2748,563,13,10,0,0
8676,15442,19480,1574,81,136,1,0
8677,15441,6271,134,13,110,8,10
8678,15440,735,6,5,4,0,0
8679,15443,856,9,4,16,2,2
8680,15447,4232,275,26,87,2,0
8681,15446,12835,102,28,74,3,0
8682,15453,2912,214,11,10,0,1
8683,15458,3550,336,68,1,0,0
8684,15462,12737,214,12,392,30,14
8685,15467,9628,168,14,188,11,12
8686,15466,732,21,3,5,0,0
8687,15468,570255,16766,251,326,379,66
8688,15474,3633,336,10,62,4,0
8689,15475,1907,187,28,10,0,0
8690,15472,6508,347,27,12,2,1
8691,15478,6375,66,6,3,1,3
8692,15479,6208,145,6,26,1,0
8693,15484,1085,27,7,69,4,1
8694,15485,1129,22,7,1,0,0
8695,15487,6438,1794,34,35,0,0
8696,15495,2972,89,9,42,1,1
8697,15496,5968,332,22,54,3,4
8698,15499,2883,151,19,77,3,1
8699,15498,20899,821,122,559,39,9
8700,15500,1536,54,5,28,1,1
8701,15506,3257,303,10,40,1,0
8702,15505,1572,31,4,13,2,0
8703,15502,290,10,1,1,0,0
8704,15507,1462,95,2,45,1,0
8705,15503,1184,19,4,9,1,0
8706,15504,402,26,1,3,0,0
8707,15512,562,12,2,2,0,0
8708,15515,1472,37,2,9,0,0
8709,15513,8687,445,44,213,2,0
8710,15511,942,53,2,1,0,1
8711,15521,33,41,10,37,0,0
8712,15523,1804,124,2,3,0,0
8713,15522,703,19,1,5,1,0
8714,15529,3925,84,14,8,0,0
8715,15531,6228,343,39,138,8,1
8716,15535,756,100,7,1,0,0
8717,15539,1691,62,8,14,0,0
8718,15543,5000,129,9,101,7,5
8719,15542,221145,23416,230,2538,103,5
8720,15548,39,66,7,3,0,0
8721,15544,1112,48,6,1,0,1
8722,15549,3042,123,7,78,1,1
8723,15545,3718,505,25,14,0,0
8724,15550,2605,76,11,33,2,0
8725,15552,1478,81,13,25,0,0
8726,15551,2377,86,6,11,0,0
8727,15554,1831,54,9,35,3,0
8728,15558,14545,278,6,52,2,3
8729,15557,520,255,21,132,8,0
8730,15562,2637,122,7,6,0,0
8731,15559,3212,88,16,57,0,0
8732,15563,3500,284,26,12,1,1
8733,15572,2054,62,8,5,0,0
8734,15571,984,42,5,12,1,0
8735,15574,5888,192,25,33,3,0
8736,15577,8057,2211,93,28,4,0
8737,15580,1440,92,6,3,0,2
8738,15587,-1,94,22,8,1,1
8739,15578,13808,137,23,63,2,0
8740,15585,1014,0,5,1,0,0
8741,15588,15175,871,78,227,3,1
8742,15592,5444,215,42,52,2,0
8743,15601,3114,156,12,2,0,0
8744,15600,1961,76,9,10,0,1
8745,15605,7036,51,8,38,0,2
8746,15608,13095,533,49,353,38,6
8747,15609,16067,476,30,208,26,10
8748,15612,28113,4157,105,202,20,1
8749,15610,789,123,3,10,0,1
8750,15613,3761,493,11,6,0,1
8751,15617,16,27,8,1,0,0
8752,15615,4440,185,29,51,2,1
8753,15616,3697,63,9,14,1,2
8754,15623,7,22,4,2,0,1
8755,15624,24,12,7,6,0,0
8756,15626,4194,452,11,8,0,0
8757,15619,1201,20,3,6,0,0
8758,15621,12547,149,15,24,2,9
8759,15629,-1,12,11,24,2,0
8760,15627,-1,98,14,80,3,2
8761,15632,50528,1208,142,247,53,17
8762,15630,22067,509,111,272,15,1
8763,15635,1610,27,8,13,2,2
8764,15636,562,19,7,9,0,1
8765,15641,2460,120,21,18,1,0
8766,15646,591,14,3,10,1,2
8767,15650,2153,193,20,1,0,0
8768,15647,721651,42931,1886,4369,847,401
8769,15649,3396,120,8,3,0,0
8770,15645,3737,86,17,16,0,0
8771,15653,3955,369,15,1,1,0
8772,15659,2715,8,6,2,0,1
8773,15655,1110,36,9,3,0,0
8774,15656,146,712,21,19,0,0
8775,15662,21430,354,68,257,21,18
8776,15661,423,37,1,1,0,0
8777,15666,346721,21689,592,2709,409,97
8778,15658,3012,157,7,73,1,0
8779,15664,51,22,4,3,0,0
8780,15672,555,13,2,1,0,0
8781,15668,3252,214,6,5,0,5
8782,15673,693,14,4,14,1,0
8783,15677,2907,122,33,48,1,0
8784,15675,18928,561,25,203,9,1
8785,15676,-1,2636,310,805,59,14
8786,15680,798,13148,51,276,16,3
